idx,prompt,model,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd
654,P2_zero_shot_def,claude_sonnet,matched,you can get a hard copy of it and that's about it,An email won't cut it.,telephone,neutral,neutral,neutral,92,4,96,0.000336
655,P2_zero_shot_def,claude_sonnet,matched,"Or, eligibility could be restricted to those who have already been pregnant, or at least sexually active; to those over age 13, or under age 21; or some combination thereof.",The eligibility can not be restricted at all.,slate,contradiction,contradiction,contradiction,121,4,125,0.000423
656,P2_zero_shot_def,claude_sonnet,matched,uh high humidity,"Warm, sweaty temperatures.",telephone,entailment,neutral,neutral,83,4,87,0.000309
657,P2_zero_shot_def,claude_sonnet,matched,The Tunnel of Eupalinos can be explored but it's not for the claustrophobic.,The tunnel of Eupalinos is so large that it is said to have been used to house the construction of the titanic.,travel,contradiction,contradiction,contradiction,121,4,125,0.000423
658,P2_zero_shot_def,claude_sonnet,matched,"The Drawing Room was partially destroyed by fire in 1941, and its furnishings are faithful reproductions; the huge (repaired) Ming punch bowl is striking.",The Ming punch bowl is used at employee parties.,travel,neutral,neutral,neutral,117,4,121,0.000411
659,P2_zero_shot_def,claude_sonnet,matched,"Placido Domingo's appearance on the package, compellingly photographed in costume as the ancient King of Crete, (Anthony Tommasini, the New York Times ) is the main selling point for this new recording of one of Mozart's more obscure operas--a fact that does not make critics happy.",Placido Domingo is the reason that people are purchasing the new Mozard opera recordings.,slate,entailment,entailment,entailment,160,6,166,0.00057
660,P2_zero_shot_def,claude_sonnet,matched,"So is the salt, drying in the huge, square pans at Las Salinas in the south.",Salt dries in pans at Las Salinas.,travel,entailment,entailment,entailment,107,6,113,0.000411
661,P2_zero_shot_def,claude_sonnet,matched,Monday's Question (No.,There was a question on Tuesday.,slate,contradiction,neutral,neutral,85,4,89,0.000315
662,P2_zero_shot_def,claude_sonnet,matched,course the head bangers i stay away from those entirely,I try to completely avoid the head bangers.,telephone,entailment,entailment,entailment,93,6,99,0.000369
663,P2_zero_shot_def,claude_sonnet,matched,"In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.",The best budget policy is yet to be invented.,government,neutral,neutral,neutral,110,4,114,0.00039
664,P2_zero_shot_def,claude_sonnet,matched,"Attractively colorful ukiyo-e woodblock prints and scroll paintings can be found in antique stores, second-hand bookstores, and even temple markets.",The temple markets will charge a lot more for the items then the second-hand bookstores will. ,travel,neutral,neutral,neutral,130,4,134,0.00045
665,P2_zero_shot_def,claude_sonnet,matched,"We're going to try something different this morning, said Jon.",Jon thought everything should stay the way it was.,fiction,contradiction,contradiction,contradiction,95,4,99,0.000345
666,P2_zero_shot_def,claude_sonnet,matched,"According to Jane Langmuir, director of the project, water and heat come together and create a totally new appliance.",Jane Langmuir says that water and heat combine into a new mechanism.,slate,entailment,entailment,entailment,114,6,120,0.000432
667,P2_zero_shot_def,claude_sonnet,matched,Drinks are available and expensive.,Drinks are super cheap.,travel,contradiction,contradiction,contradiction,85,4,89,0.000315
668,P2_zero_shot_def,claude_sonnet,matched,and uh well if you if you got got him a power mower it'd probably take him a lot less time to do it but i enjoy doing it i feel good doing it uh i i feel a lot better doing it with a power mower with that with a  with a pull tractor on it so i don't have to push so hard,"Keeping the old push mower is the best idea, since it gets the job done as fast as a power mower.",telephone,contradiction,contradiction,contradiction,171,4,175,0.000573
669,P2_zero_shot_def,claude_sonnet,matched,and i'm pretty happy with it so far,I don't like it. ,telephone,contradiction,contradiction,contradiction,88,4,92,0.000324
670,P2_zero_shot_def,claude_sonnet,matched,Several of the organizations had professional and administrative staffs that provided analytical capabilities and facilitated their members' participation in the organization's activities.,Many organizations facilitated members' participation in their activities.,government,entailment,entailment,entailment,110,6,116,0.00042
671,P2_zero_shot_def,claude_sonnet,matched,"On Fox News Sunday , host Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.",Tony Snow was not able to show a poll showing the Americans thoughts on the allegations.,slate,contradiction,contradiction,contradiction,118,4,122,0.000414
672,P2_zero_shot_def,claude_sonnet,matched,"Traditionally, certain designs were reserved for royalty, but today elegant geometric or exuberant, stylized floral patterns are available to all.","Nowadays, elegant designs once reserved for royalty are available to everyone.",travel,entailment,entailment,entailment,118,6,124,0.000444
673,P2_zero_shot_def,claude_sonnet,matched,"New York 's John Leonard calls Oz an ecology and anthropology of terror, not for the faint of heart or the queasy of stomach ...",Chicago's John Leonard calls Oz a biology and anthology of horror.,slate,contradiction,contradiction,contradiction,117,4,121,0.000411
674,P2_zero_shot_def,claude_sonnet,matched,"Normally, these discussions are kept secret.",These discussions involve a secret plan to take over the world.,slate,neutral,neutral,neutral,93,4,97,0.000339
675,P2_zero_shot_def,claude_sonnet,matched,Lewis brought to the campaign the same intensity he had trained upon redneck troopers and sheriffs.,The same intensity as trained upon redneck troopers and sheriffs has been brought to the campaign by Lewis.,slate,entailment,entailment,entailment,118,6,124,0.000444
676,P2_zero_shot_def,claude_sonnet,matched,"Wanniski and company have been drubbed by the Wall Street Journal , the New York Times ' A.M.",Wanniski and company have been drubbed by the Wall Street Journal,slate,entailment,entailment,entailment,114,6,120,0.000432
677,P2_zero_shot_def,claude_sonnet,matched,"But, when I discovered that it was known all over the village that it was John who was attracted by the farmer's pretty wife, his silence bore quite a different interpretation. ",John was attracted to the farmer's pretty wife.,fiction,entailment,entailment,entailment,118,6,124,0.000444
678,P2_zero_shot_def,claude_sonnet,matched,no i i even i enjoy reading T News i try to catch it because it's another example they just they just show you the words and the facts and they they don't offer any commentary and it gives me a quick chance to to be caught up during the day because you know we don't listen to the radio at work at all so i don't like to go the whole day without hearing anything,We are bombarded with the news all day that when I get home I need to turn it off.,telephone,contradiction,contradiction,contradiction,173,4,177,0.000579
679,P2_zero_shot_def,claude_sonnet,matched,huh do you have your own kiln or do you do you,Did somebody give you your kiln?,telephone,neutral,neutral,neutral,94,4,98,0.000342
680,P2_zero_shot_def,claude_sonnet,matched,"The same year, the University of Hawaii campus at Manoa became the site of the Center for Cultural and Technical Interchange Between East and West (popularly known as the East West Center), a unique and venerated resource for advanced Pacific Rim studies.",The Pacific Rim studies only take place when one enrolls in a graduate program.,travel,neutral,neutral,neutral,141,4,145,0.000483
681,P2_zero_shot_def,claude_sonnet,matched,"The Standard , published a few days before Deng's death, covers similar territory.",The Standard covers similar territory about minorities.,slate,neutral,neutral,neutral,98,4,102,0.000354
682,P2_zero_shot_def,claude_sonnet,matched,Cases in Comparative,Cases care not related to law.,government,neutral,neutral,neutral,83,4,87,0.000309
683,P2_zero_shot_def,claude_sonnet,matched,"It is worth a visit, if only to see the theater itself.","The place is definitely worth visiting, especially for its theater.",travel,entailment,entailment,entailment,98,6,104,0.000384
684,P2_zero_shot_def,claude_sonnet,matched,The woman rolled and drew two spears before the horse had rolled and broken the rest.,They were in rotation on the ground grabbing their weapons.,fiction,neutral,neutral,neutral,102,4,106,0.000366
685,P2_zero_shot_def,claude_sonnet,matched,"Finally, the Administration strongly opposes including reductions for CO2 in S. 556 or any multi-pollutant bill.",Any multi-pollutant bill is opposed by the Administration.,government,entailment,neutral,neutral,114,4,118,0.000402
686,P2_zero_shot_def,claude_sonnet,matched, Medicare gross outlay projections based on intermediate assumptions of the 2001 HI and SMI Trustees' reports.,HI and SMI Trustee reports were used to estimate future Medicare costs.,government,entailment,entailment,entailment,116,6,122,0.000438
687,P2_zero_shot_def,claude_sonnet,matched,i think they prey on people's um inherent politeness on the phone even with a machine i find people being kind of polite and waiting for it to finish what it has to say and then they feel an obligation to respond even though there's not even a person there,Some people like listening to recorded messages on the telephone. ,telephone,neutral,neutral,neutral,139,4,143,0.000477
688,P2_zero_shot_def,claude_sonnet,matched,I am so constituted as to be unable to give away money with any satisfaction until I have made the most careful inquiry as to the worthiness of the cause.,"I am happy to donate to any cause, even if I do not know much about them.",slate,contradiction,contradiction,contradiction,124,4,128,0.000432
689,P2_zero_shot_def,claude_sonnet,matched,"The Saver-Spender Theory of Fiscal Policy, Working Paper 7571.",The paper was peer-reviewed.,government,neutral,neutral,neutral,99,4,103,0.000357
690,P2_zero_shot_def,claude_sonnet,matched,"Emissions will be cut from current emissions of 48 tons to a cap of 26 tons in 2010, and",Emission caps are going to be cut substantially.,government,entailment,entailment,entailment,109,6,115,0.000417
691,P2_zero_shot_def,claude_sonnet,matched,uh right now we're actually having uh it's getting nice i mean it was in the high fifties today but three and a half weeks ago we had an ice storm,Temperatures are still below the freezing point outside.,telephone,contradiction,contradiction,contradiction,119,4,123,0.000417
692,P2_zero_shot_def,claude_sonnet,matched,"Also, Time claims that for the past year, the FBI has been seeking Robert Jacques, a possible accomplice to Timothy McVeigh in the Oklahoma City bombing.",Time reported the FBI is looking for new leads in the case.,slate,entailment,neutral,neutral,119,4,123,0.000417
693,P2_zero_shot_def,claude_sonnet,matched,"The renowned Theban queen Nefertari, wife of Ramses II, has the most ornate tomb (number 66) but it is not always accessible.","Though it's not always accessible, the most ornate tomb (number 66) is of the renowned Theban queen Nefertari nestled between much simpler ones.",travel,neutral,neutral,neutral,147,4,151,0.000501
694,P2_zero_shot_def,claude_sonnet,matched,"She was 96 just turning away when she heard a piercing whistle, and the faithful Albert came running from the building to join her.",She was an old lady who was out for a walk when she heard a noise. ,fiction,neutral,neutral,neutral,120,4,124,0.00042
695,P2_zero_shot_def,claude_sonnet,matched,Do you know how long we've been here? he asked one morning as they sat facing each other at breakfast.,They were both enjoying a good conversation as they sat with each other at breakfast.  ,fiction,neutral,neutral,neutral,112,4,116,0.000396
696,P2_zero_shot_def,claude_sonnet,matched,"Why, when I was your age, I already had....""  Dave wasn't listening any longer.",Dave didn't want to hear the conversation. ,fiction,entailment,neutral,neutral,103,4,107,0.0003689999999999
697,P2_zero_shot_def,claude_sonnet,matched,yes everybody in the country is preapproved i think,Nobody in this country will be approved,telephone,contradiction,contradiction,contradiction,91,4,95,0.000333
698,P2_zero_shot_def,claude_sonnet,matched,The baker was not jolly.,The baker wasn't very cheerful because he was sick.,slate,neutral,neutral,neutral,91,4,95,0.000333
699,P2_zero_shot_def,claude_sonnet,matched,They proclaimed Japan's mission to bring progress to its backward Asian neighbors in language not so very different from that of the Europeans in Africa or the US in Latin America.,Japan had no intention of progressing its Asian neighbors in the area of language.,travel,contradiction,contradiction,contradiction,121,4,125,0.000423
700,P2_zero_shot_def,claude_sonnet,matched,Agreed-upon  Auditors perform testing to issue a report of findings based on specific procedures performed on subject matter.,Agreed-upon Auditors have never tried to issue a report of findings based on specific procedures.,government,contradiction,contradiction,contradiction,118,4,122,0.000414
701,P2_zero_shot_def,claude_sonnet,matched,He said the Web site will help bridge the digital divide that keeps the poor from using the Internet as a resource.,He was telling us that the website is designed to make it harder for the poor to get online. ,government,contradiction,contradiction,contradiction,116,4,120,0.000408
702,P2_zero_shot_def,claude_sonnet,matched,"The more popular offerings include kuru fasulye (haricot beans in tomato sauce), patlecan kizartmas (aubergine fried in olive oil and garlic), and a range of salads.",Salads and dishes with aubergine in them are both available.,travel,entailment,entailment,entailment,134,6,140,0.000492
703,P2_zero_shot_def,claude_sonnet,matched,and the same is true of the drug hangover you know if you,It's nothing like a drug hangover.,telephone,contradiction,contradiction,contradiction,95,4,99,0.000345
704,P2_zero_shot_def,claude_sonnet,matched,"The church of Panagia Theoskepastos houses a fine 14th-century icon, and the Catholic Cathedral has a tenth-century Madonna and Child.",Both churches are still active today and serve large congregations.,travel,neutral,neutral,neutral,120,4,124,0.00042
705,P2_zero_shot_def,claude_sonnet,matched,Brit  Now that would be a good debate!,That would be a horrible debate.,slate,contradiction,contradiction,contradiction,90,4,94,0.00033
706,P2_zero_shot_def,claude_sonnet,matched, The leaves of the papyrus were dried and used by Ancient Egyptians as a form of paper.,There was no paper-like object used by Ancient Egyptians.,travel,contradiction,contradiction,contradiction,109,4,113,0.000387
707,P2_zero_shot_def,claude_sonnet,matched,Impossible.,"Impossible, unless circumstances are met.",fiction,neutral,contradiction,contradiction,83,4,87,0.000309
708,P2_zero_shot_def,claude_sonnet,matched,"Clearly, people don't know how to reach lawyers.",It is obvious that people know how to contact lawyers.,government,contradiction,contradiction,contradiction,95,4,99,0.000345
709,P2_zero_shot_def,claude_sonnet,matched,"Apparently, Greuze wasn't worried about needing protection.",Greuze concerned himself all the time with needing protection.,fiction,contradiction,contradiction,contradiction,101,4,105,0.000363
710,P2_zero_shot_def,claude_sonnet,matched,One opportunist who stayed was Octavius Decatur Gass.,One opportunist who stayed went by the name Octavius. ,travel,entailment,entailment,entailment,104,6,110,0.000402
711,P2_zero_shot_def,claude_sonnet,matched,"It spoke of thousands of years, even before the times of the old empire.",The old Empire is still ongoing.,fiction,neutral,contradiction,contradiction,95,4,99,0.000345
712,P2_zero_shot_def,claude_sonnet,matched,"That drawer was an unlocked one, as he had pointed out, and he submitted that there was no evidence to prove that it was the prisoner who had concealed the poison there. ",All evidence pointed towards the prisoner being the one to try and hide poison in the drawer.,fiction,contradiction,contradiction,contradiction,128,4,132,0.000444
713,P2_zero_shot_def,claude_sonnet,matched,medical and surgical expense coverage.,The coverage relating to medical and surgical expenses,government,entailment,entailment,entailment,86,6,92,0.000348
714,P2_zero_shot_def,claude_sonnet,matched,"There are no shares of a stock that might someday come back, just piles of options as worthless as those shares of Cook's American Business Alliance.",No shares of a stock will come back because of  Cook's American Business Alliance.,slate,contradiction,neutral,neutral,121,4,125,0.000423
715,P2_zero_shot_def,claude_sonnet,matched,i can't do any jumping up and down because it makes it hurt,I am unable to jump since of the pain.,telephone,entailment,entailment,entailment,96,6,102,0.000378
716,P2_zero_shot_def,claude_sonnet,matched,Others watched them with cold eyes and expressionless faces.,Everyone was cheering or cursing as they watched.,fiction,contradiction,contradiction,contradiction,95,4,99,0.000345
717,P2_zero_shot_def,claude_sonnet,matched,have that well and it doesn't seem like very many people uh are really i mean there's a lot of people that are on death row but there's not very many people that actually um do get killed,"There are a lot of people on death row, but not that many actually are executed.",telephone,entailment,entailment,entailment,132,6,138,0.000486
718,P2_zero_shot_def,claude_sonnet,matched,okay i'll keep that in mind yeah you serve that yourself or the for a family,Ok I will remember that. You serve that for yourself or a family.,telephone,entailment,entailment,entailment,104,6,110,0.000402
719,P2_zero_shot_def,claude_sonnet,matched,"Sixty percent of Americans are frustrated and angry with the health-care system, and 70 percent favor federal intervention.",The majority of Americans are satisfied with the health-care system.,slate,contradiction,contradiction,contradiction,110,4,114,0.00039
720,P2_zero_shot_def,claude_sonnet,matched,"Hold hard, said Tommy.","Tommy explained to hold hard, using only one arm.",fiction,neutral,neutral,neutral,89,4,93,0.000327
721,P2_zero_shot_def,claude_sonnet,matched,"To their good fortune, he's proving them right.",He is showing that they were correct.,slate,entailment,entailment,entailment,91,6,97,0.000363
722,P2_zero_shot_def,claude_sonnet,matched,finding the latest thing out from my friends is usually the most uh time effective,It works best to find things out from my friends.,telephone,entailment,entailment,entailment,99,6,105,0.000387
723,P2_zero_shot_def,claude_sonnet,matched,Grantees statistically sample the cases closed in the previous year to determine if the sampled cases generally meet the requirements for reporting cases to LSC.,Grantees are not going to pay attention to cases closed in the last year.,government,contradiction,contradiction,contradiction,122,4,126,0.000426
724,P2_zero_shot_def,claude_sonnet,matched,Where would he be today without American commercial know-how?,Americans lack important commercial know-how.,slate,contradiction,contradiction,contradiction,92,4,96,0.000336
725,P2_zero_shot_def,claude_sonnet,matched,"As Jon looked at him, Barnam puffed out his chest.",Barnam wanted to impress Jon.,fiction,neutral,neutral,neutral,97,4,101,0.000351
726,P2_zero_shot_def,claude_sonnet,matched,"They found plenty of water pouring down from the mountains, and more timber than anyone knew what to do with.",There was no water found pouring down from the mountains.,travel,contradiction,contradiction,contradiction,107,4,111,0.000381
727,P2_zero_shot_def,claude_sonnet,matched,"Don't expect to be swinging much after midnight, even in towns.",Things all close down at 11:30pm.,travel,neutral,neutral,neutral,98,4,102,0.000354
728,P2_zero_shot_def,claude_sonnet,matched,"In addition, Saracens invaded the Provencal coast from North Africa, and Magyar armies attacked Lor?­raine and Bur?­gun?­dy.",The Magyar armies did not attack anyone.,travel,contradiction,contradiction,contradiction,119,4,123,0.000417
729,P2_zero_shot_def,claude_sonnet,matched,when there was the ball that was sort of hit to Buckner to Buckner,The ball was hit to Buckner and he caught it.,telephone,neutral,neutral,neutral,103,4,107,0.0003689999999999
730,P2_zero_shot_def,claude_sonnet,matched,"So have I for that matter, but I flatter myself that my choice of dishes was more judicious than yours.",My choice of dishes were nothing compared to yours.,fiction,contradiction,contradiction,contradiction,106,4,110,0.0003779999999999
731,P2_zero_shot_def,claude_sonnet,matched,There always will be a need for an attorney to do general law.,There will always be a very real need for lawyers and attorney's to practice law.,government,neutral,entailment,entailment,103,6,109,0.000399
732,P2_zero_shot_def,claude_sonnet,matched,"Land of Lincoln helped Tasha Johnson of Marion get Social Security benefits to support her four children after the 29-year-old woman was diagnosed with non-Hodgkin's lymphoma, a type of cancer, she said.",She loves her children.,government,neutral,neutral,neutral,126,4,130,0.000438
733,P2_zero_shot_def,claude_sonnet,matched,"These days, newspaper writers are no longer allowed the kind of license he took.",Newspaper writes can't take the kind of license that he did.,slate,entailment,entailment,entailment,102,6,108,0.000396
734,P2_zero_shot_def,claude_sonnet,matched,All these sites will automatically lead into George Dubbawya's Web site (www.georgewbush.com).,These sites lead to George W. Bush's website.,slate,entailment,entailment,entailment,109,6,115,0.000417
735,P2_zero_shot_def,claude_sonnet,matched,Oh yeah? San Barenakedino? How's he? Clarisse and Onardo both asked.,Clarisse and Onardo both asked how San Bernakedino is. ,fiction,entailment,entailment,entailment,115,6,121,0.000435
736,P2_zero_shot_def,claude_sonnet,matched,"This site provides information links, tools, and resources developed for the benefit of the audit profession, including audit programs, best practices, and research services.",Thousands of auditors across the country have visited the site in recent weeks.,government,neutral,neutral,neutral,118,4,122,0.000414
737,P2_zero_shot_def,claude_sonnet,matched,Scotland became little more than an English county.,Scotland was far greater than an English county.,travel,contradiction,contradiction,contradiction,90,4,94,0.00033
738,P2_zero_shot_def,claude_sonnet,matched,Hang it all! said Tommy indignantly.,Tommy happily declared to hang nothing.,fiction,contradiction,contradiction,contradiction,91,4,95,0.000333
739,P2_zero_shot_def,claude_sonnet,matched,"Regulation and the Nature of Postal Delivery Services, Ed.",There is regulation of the postal delivery service by the USPS.,government,neutral,neutral,neutral,100,4,104,0.0003599999999999
740,P2_zero_shot_def,claude_sonnet,matched,well i think that's about all my pet stories right now so,I have more to share about my animals.,telephone,contradiction,contradiction,contradiction,94,4,98,0.000342
741,P2_zero_shot_def,claude_sonnet,matched,"Other pundits beam their opinions at us as through a time warp, from the hazy days of past administrations.",The experts give opinions from current administrations.,slate,contradiction,contradiction,contradiction,107,4,111,0.000381
742,P2_zero_shot_def,claude_sonnet,matched,so who so if you go out and you're talking like a ten or fifteen thousand dollar vehicle and you add that sales tax on that's a that's a big chunk of change you have to come up with,The sales tax would really drive the price of the car up.,telephone,entailment,entailment,entailment,127,6,133,0.000471
743,P2_zero_shot_def,claude_sonnet,matched,"I put it to you that, wearing a suit of Mr. Inglethorp's clothes, with a black beard trimmed to resemble his, you were there ”and signed the register in his name!",He was trying to impersonate Mr. Inglethorp and forging his signature. ,fiction,entailment,entailment,entailment,135,6,141,0.000495
744,P2_zero_shot_def,claude_sonnet,matched,"In Texas, the ability to produce fairly stated external financial reports was only the first step in building a more effective, resultsoriented government.",Producing fairly stated external financial reports is not necessary when it comes to building a more effective government in Texas.,government,contradiction,contradiction,contradiction,123,4,127,0.000429
745,P2_zero_shot_def,claude_sonnet,matched,"The park on the hill of Monte makes a good playground, while the ride down in a wicker toboggan is straight out of an Old World theme park (though surely tame for older kids).","the park on the hill in Monte has a good playground, but may not be as exciting for older kids.",travel,entailment,entailment,entailment,135,6,141,0.000495
746,P2_zero_shot_def,claude_sonnet,matched,"As he emerged, Boris remarked, glancing up at the clock: ""You are early.",Boris had just arrived at the rendezvous when he appeared.,fiction,neutral,neutral,neutral,106,4,110,0.0003779999999999
747,P2_zero_shot_def,claude_sonnet,matched,There never will be.,It will never happen.,fiction,entailment,entailment,entailment,82,6,88,0.000336
748,P2_zero_shot_def,claude_sonnet,matched,"More reserved and remote but a better administrator and financier than his uncle, Charles Brooke imposed on his men his own austere, efficient style of life.",Charles Brooke's men did not take well to the austerity resulting from his leadership style.,travel,neutral,neutral,neutral,126,4,130,0.000438
749,P2_zero_shot_def,claude_sonnet,matched,We will also need any able bodied men to help us spike the river.,We need men to help us spike the river.,fiction,entailment,entailment,entailment,98,6,104,0.000384
750,P2_zero_shot_def,claude_sonnet,matched,"For ideological free-marketeers (like myself), theories like Smith and Wright's can be intellectually jarring.",I can appreciate their position even if it does contradict my opinions. ,slate,neutral,neutral,neutral,112,4,116,0.000396
751,P2_zero_shot_def,claude_sonnet,matched,"In fact, you're going to be rewarded.","Indeed, you will get a prize.",government,entailment,entailment,entailment,91,6,97,0.000363
752,P2_zero_shot_def,claude_sonnet,matched,The census of 1931 served as an alarm signal for the Malay national consciousness.,There wasn't any censuses in Malaysia prior to 1940.,travel,contradiction,contradiction,contradiction,106,4,110,0.0003779999999999
753,P2_zero_shot_def,claude_sonnet,matched,"The Fray's reputation as a home for hostile, rude, and mean-spirited exchanges suffered a severe beating at the hands of the Reading thread, which was so civilized that participants suggested taking insulin shots afterward.","The Fray is almost always a hostile, rude, and mean place.",slate,neutral,neutral,neutral,135,4,139,0.0004649999999999
754,P2_zero_shot_def,claude_sonnet,matched,"Clearly, the press has done a lousy job with its focus on behavior such as infidelity or drug use that most people don't care about.",The press has focused on various topics that most readers aren't interested in.,slate,entailment,entailment,entailment,119,6,125,0.000447
755,P2_zero_shot_def,claude_sonnet,matched,million in savings this year.,The money saved will be used to grow the company internationally over the next 5 years.,government,neutral,neutral,neutral,97,4,101,0.000351
756,P2_zero_shot_def,claude_sonnet,matched,and uh the whole organization was targeting to replace whole life policies with a term life with annuity an annuity and uh,Whole life policies with a term life with annuity could be replaced by the whole organization.,telephone,entailment,entailment,entailment,120,6,126,0.00045
757,P2_zero_shot_def,claude_sonnet,matched,"It is the official solution, Liq. ",This is the official solution to the alien problem we have had to contend with.,fiction,neutral,neutral,neutral,100,4,104,0.0003599999999999
758,P2_zero_shot_def,claude_sonnet,matched,"The herds give a sense of proportion to the vast openness, just as the scattered farmhouses and characteristic drystone walls add reassuring warmth to even the loneliest valley.",The area is completely devoid of life.,travel,contradiction,contradiction,contradiction,120,4,124,0.00042
759,P2_zero_shot_def,claude_sonnet,matched,"In a still faintly Victorian atmosphere, Dinard has preserved all the best assets of a good luxury villas and long, paved promenades, plush hotels, elegant boutiques, discothyques, casino, parks and gardens, and an Olympic-size public swimming pool.",Dinard does not have a public swimming pool.,travel,contradiction,contradiction,contradiction,144,4,148,0.000492
760,P2_zero_shot_def,claude_sonnet,matched,"First, get the basics right, that is, the blocking and tackling of financial reporting.",The basics don't need to be right first.,government,contradiction,contradiction,contradiction,101,4,105,0.000363
761,P2_zero_shot_def,claude_sonnet,matched,but i don't know you know  maybe you could do that for a certain period of time but i mean how long does that kind of a thing take you know to to um say to question the person or to get into their head,I'm sure it wouldn't take very long to question the person.,telephone,neutral,contradiction,contradiction,133,4,137,0.000459
762,P2_zero_shot_def,claude_sonnet,matched,"Two separate, exhaustive shots posted simultaneously?","Both of the extensive, individual shots are being posted at the same time?",slate,entailment,entailment,entailment,96,6,102,0.000378
763,P2_zero_shot_def,claude_sonnet,matched,Closed on the Sabbath.,"Sabbath is closed, but until next year.",travel,contradiction,neutral,neutral,91,4,95,0.000333
764,P2_zero_shot_def,claude_sonnet,matched,"Oh! I exclaimed, much relieved. ",He was going to get the operation to remove his penis. Finally.,fiction,neutral,neutral,neutral,97,4,101,0.000351
765,P2_zero_shot_def,claude_sonnet,matched,"In the short term, U.S. consumers will benefit from cheap imports (as will U.S. multinationals that use parts made in East Asian factories).",U.S. consumers and factories in East Asia benefit from imports.,slate,entailment,entailment,entailment,120,6,126,0.00045
766,P2_zero_shot_def,claude_sonnet,matched,"At 79 m (260 ft) wide and 36 m (118 ft) high, it was built by the Ptolemies during a total reconstruction of the temple in the years 237 105 b.c.",The Ptolomies never built any temples at all.  ,travel,contradiction,contradiction,contradiction,136,4,140,0.000468
767,P2_zero_shot_def,claude_sonnet,matched,"Dublin has international restaurants galore, and the New Irish Cuisine is built upon fresh products of Ireland's seas, rivers, and farms.",Restaurants and cuisine are sorely absent in Dublin,travel,contradiction,contradiction,contradiction,110,4,114,0.00039
768,P2_zero_shot_def,claude_sonnet,matched,"One reason for the high value of MLB teams is the prospect of new, publicly financed ballparks . Owners in Baltimore, Cleveland, Chicago, Denver, and Texas have all reaped major profits from these new facilities, built at little or no cost to the teams.","MLB teams have high value, one of the reasons being new facilities.",slate,entailment,entailment,entailment,143,6,149,0.000519
769,P2_zero_shot_def,claude_sonnet,matched,"From ethnic food shops and vintage clothing stores to electronics and book shops, there are so many interesting shopping spots that it is hard to imagine their breadth and depth.",There are so many places to shop that you can find anything you need.,travel,entailment,neutral,neutral,120,4,124,0.00042
770,P2_zero_shot_def,claude_sonnet,matched,that your approach is is is right you can actually go out and sub it if even if you don't wanna get hands on you can even just sub it out the concrete and those kind of things and and that's kind of the plan i have so um uh everyone i talk to uh i've,You can sub it even if you do not want to get your hands on it.,telephone,entailment,entailment,entailment,151,6,157,0.000543
771,P2_zero_shot_def,claude_sonnet,matched,"To keep the colors fresh, he dabbed the carcass with blood from a pail, then grabbed his paintbrushes to capture those lurid reds on canvas.",He used the red dye of beets to paint his canvas.,slate,contradiction,contradiction,contradiction,123,4,127,0.000429
772,P2_zero_shot_def,claude_sonnet,matched,well UNLV they say UNLV may be the greatest amateur team ever,UNLV may be the greatest amateur team ever.,telephone,entailment,entailment,entailment,99,6,105,0.000387
773,P2_zero_shot_def,claude_sonnet,matched,"I see, said Tuppence thoughtfully.","""I can't comprehend it,"" said Tuppence fitfully.",fiction,contradiction,contradiction,contradiction,99,4,103,0.000357
774,P2_zero_shot_def,claude_sonnet,matched,Princes Street is to Scots what Oxford Street is to the English the premier shopping street of the land.,Princess Street is the premier shopping street in England.,travel,contradiction,contradiction,contradiction,104,4,108,0.000372
775,P2_zero_shot_def,claude_sonnet,matched,"Our efforts having been in vain, we had abandoned the matter, hoping that it might turn up of itself one day. ","Even though we had not solved the problem, we kept on trying.",fiction,contradiction,contradiction,contradiction,112,4,116,0.000396
776,P2_zero_shot_def,claude_sonnet,matched,"At the western end of Cowgate (where it meets Holyrood Road), you will see one of the few remaining sections of Edinburgh's old city wall (Flodden Wall), built following the Lang Siege of the 1570s.","Flodden Wall was built after the Lang Siege took place, in the 1570s.",travel,entailment,entailment,entailment,147,6,153,0.000531
777,P2_zero_shot_def,claude_sonnet,matched,"Relationship Between Quality of Life Instruments, Health State Utilities, and Willingness to Pay in Patients with Asthma.","The relationship between quality of life instruments, health state utilities and willingness to pay patients with asthma. ",government,entailment,entailment,entailment,124,6,130,0.000462
778,P2_zero_shot_def,claude_sonnet,matched,yeah well that's my uh i mean every time i've tried to go you know it's always there's there's always a league bowling,Every time I try to go bowling there are leagues only.,telephone,neutral,entailment,entailment,113,6,119,0.000429
779,P2_zero_shot_def,claude_sonnet,matched,"I am not aware of any studies comparing the number of words an average person could expect to hear spoken in a typical day 500 years ago vs. the number that can be heard now, but the increase surely is vast.",It makes me upset that I've yet to see any study done on how many words the average person hears throughout the day.,slate,neutral,neutral,neutral,144,4,148,0.000492
780,P2_zero_shot_def,claude_sonnet,matched,Lewis brought to the campaign the same intensity he had trained upon redneck troopers and sheriffs.,Lewis didn't bring anything to the campaign.,slate,contradiction,contradiction,contradiction,103,4,107,0.0003689999999999
