idx,prompt,model,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd
220,P2_zero_shot_def,llama_3.3_70b,matched,i ripped the ligaments in my right ankle,i tore the ligaments in my right ankle,telephone,entailment,entailment,entailment,114.0,4.0,118.0,0.0
221,P2_zero_shot_def,llama_3.3_70b,matched,yeah i'm trying to find out how long we're supposed talk,We have to talk for exactly two minutes.,telephone,neutral,neutral,Neutral.,117.0,3.0,120.0,0.0
222,P2_zero_shot_def,llama_3.3_70b,matched,The way we try to approach it is to identify every legal problem that a client has.,Identifying every legal problem makes it easier to help the client.,government,neutral,entailment,entailment,125.0,4.0,129.0,0.0
223,P2_zero_shot_def,llama_3.3_70b,matched,"Designed by George Meikle Kemp, an unknown draftsman of humble birth, the monument took its inspiration from the design of MelroseAbbey.",George meikle Kemp was inspired by Melrose abbey. ,travel,entailment,entailment,entailment,138.0,4.0,142.0,0.0
224,P2_zero_shot_def,llama_3.3_70b,matched,cook and then the next time it would be my turn and i'd try to outdo him and then he'd try to outdo me and  we we was really a lot of fun and,"I would cook and he never would, it always turned out to be a chore. ",telephone,contradiction,contradiction,contradiction,152.0,4.0,156.0,0.0
225,P2_zero_shot_def,llama_3.3_70b,matched,okay what types of music do you like to listen to,"You hate music, don't you? ",telephone,contradiction,contradiction,contradiction,115.0,4.0,119.0,0.0
226,P2_zero_shot_def,llama_3.3_70b,matched,Windows 95 costs about $90 at my local computer superstore.,Windows 95 is no longer sold.,slate,contradiction,neutral,Neutral,116.0,2.0,118.0,0.0
227,P2_zero_shot_def,llama_3.3_70b,matched,that your approach is is is right you can actually go out and sub it if even if you don't wanna get hands on you can even just sub it out the concrete and those kind of things and and that's kind of the plan i have so um uh everyone i talk to uh i've,You can do it by yourself no problem.,telephone,neutral,neutral,Neutral.,163.0,3.0,166.0,0.0
228,P2_zero_shot_def,llama_3.3_70b,matched,She's very tired.,She is very tired from her long day.,fiction,neutral,neutral,Neutral.,108.0,3.0,111.0,0.0
229,P2_zero_shot_def,llama_3.3_70b,matched,"As long as Assad lives, he can manage these troubles and keep an agreement with Israel.",The only way for Assad to take care of the trouble is for him to die. ,slate,contradiction,contradiction,contradiction,130.0,4.0,134.0,0.0
230,P2_zero_shot_def,llama_3.3_70b,matched,what does um is Robby Robin Williams does he have a funny part in the movie or is,Is Robin Williams in the movie?,telephone,neutral,entailment,entailment,121.0,4.0,125.0,0.0
231,P2_zero_shot_def,llama_3.3_70b,matched,"In Temple Bar, the bookshop at the Gallery of Photography carries a large selection of photographic publications, and the Flying Pig is a secondhand bookshop.",There is no bookshop in the area.,travel,contradiction,contradiction,contradiction,134.0,4.0,138.0,0.0
232,P2_zero_shot_def,llama_3.3_70b,matched,"The sculpture on the dome (a personification of Commerce) and the river gods (including Anna Livia, set over the main door) are by Edward Smyth, who was also responsible for the statues on the GPO .",The dome is bare and plain.,travel,contradiction,contradiction,contradiction,147.0,4.0,151.0,0.0
233,P2_zero_shot_def,llama_3.3_70b,matched,"Eh! Monsieur Lawrence, called Poirot. ",Poirot called upon Monsieur Lawrence.,fiction,entailment,entailment,entailment,115.0,4.0,119.0,0.0
234,P2_zero_shot_def,llama_3.3_70b,matched,"If all else failed, I could always make myself an exhibit.",There are major downsides to making myself an exhibit. ,fiction,neutral,neutral,Neutral.,119.0,3.0,122.0,0.0
235,P2_zero_shot_def,llama_3.3_70b,matched,"The 2000 census showed Illinois with about 35,000 fewer people who are eligible for LSC services because of low income, about $22,000 a year for a family of four, Kleiman said.",Low income is the only disqualifying factor in LSC services eligibility.,government,neutral,neutral,Neutral.,153.0,3.0,156.0,0.0
236,P2_zero_shot_def,llama_3.3_70b,matched,Weicker has yet to declare his intentions.,Weicker has only the very best of intentions.,slate,neutral,neutral,Neutral.,113.0,3.0,116.0,0.0
237,P2_zero_shot_def,llama_3.3_70b,matched,you know they they like what they're doing they you know they feel good about what they're doing that type of thing it's more,You can see that they hate this line of work.,telephone,contradiction,contradiction,contradiction,133.0,4.0,137.0,0.0
238,P2_zero_shot_def,llama_3.3_70b,matched,"Even the most aged and infirm travel here to die, for nothing is more blessed for a devout Hindu than to die in the great waters of the Varanasi and thus be released from the eternal cycle of rebirth.",There is nothing special to Hindus about the water of the Varanasi.,travel,contradiction,contradiction,contradiction,154.0,4.0,158.0,0.0
239,P2_zero_shot_def,llama_3.3_70b,matched,but uh that has been the major change that we have noticed in gardening and that's about the extent of what we've done just a little bit on the patio and uh and waiting for the the rain to subside so we can  mow we after about a month we finally got to mow this weekend,We still won't be able to mow for a couple of weeks.,telephone,contradiction,contradiction,contradiction,172.0,4.0,176.0,0.0
240,P2_zero_shot_def,llama_3.3_70b,matched,but uh these guys were actually on the road uh two thousand miles from from home when they had to file their uh their final exams and send them in,These men were driving in a blue Cadillac when they filed their final exams.,telephone,neutral,neutral,Neutral.,140.0,3.0,143.0,0.0
241,P2_zero_shot_def,llama_3.3_70b,matched,With him was the evil-looking Number 14.,Number 14 looked very innocent.,fiction,contradiction,contradiction,contradiction,111.0,4.0,115.0,0.0
242,P2_zero_shot_def,llama_3.3_70b,matched,This site includes a list of all award winners and a searchable database of Government Executive articles.,All of the award winners are listed on the site.,government,entailment,entailment,entailment,123.0,4.0,127.0,0.0
243,P2_zero_shot_def,llama_3.3_70b,matched,"In the final rule, HCFA revised certain regulations pertaining to the costs of graduate medical education programs to conform to a recently enacted statute.","Regulations were revised by HCFA pertaining to the costs of graduate programs, because they neglected those programs.",government,neutral,neutral,Neutral.,141.0,3.0,144.0,0.0
244,P2_zero_shot_def,llama_3.3_70b,matched,GAO secures all information obtained during the course of its work.,The information is secured.,government,entailment,entailment,entailment,113.0,4.0,117.0,0.0
245,P2_zero_shot_def,llama_3.3_70b,matched,He also has a private practice.,He has private practices as well.,government,entailment,entailment,entailment,108.0,4.0,112.0,0.0
246,P2_zero_shot_def,llama_3.3_70b,matched,"Nonetheless, the rationality of service tiers remains.",Rationality of service tiers continues on.,government,entailment,entailment,entailment,112.0,4.0,116.0,0.0
247,P2_zero_shot_def,llama_3.3_70b,matched,"Ceter of the national aerosece industry, with a vigorous local culture and bright and breezy street life, this university city has an infectious enthusiasm to it.",Design of military aircraft is one of the town's biggest industries.,travel,neutral,entailment,entailment,140.0,4.0,144.0,0.0
248,P2_zero_shot_def,llama_3.3_70b,matched,"This historically renowned freshwater lake, known both as the Sea of Galilee and Lake Kinneret (meaning a harp, after its shape), is just 58 km (36 miles) in circumference.",The Sea of Galilee is full of saltwater. ,travel,contradiction,contradiction,contradiction,147.0,4.0,151.0,0.0
249,P2_zero_shot_def,llama_3.3_70b,matched,Loire Valley,A Lake in Loire.,travel,contradiction,neutral,Neutral.,104.0,3.0,107.0,0.0
250,P2_zero_shot_def,llama_3.3_70b,matched,i never managed to plan my departure right,I have all of my travel plans set.,telephone,contradiction,contradiction,contradiction,112.0,4.0,116.0,0.0
251,P2_zero_shot_def,llama_3.3_70b,matched,well yeah that really is scary,That is frightening.,telephone,entailment,entailment,entailment,105.0,4.0,109.0,0.0
252,P2_zero_shot_def,llama_3.3_70b,matched,He knew how the Simulacra was supposed to develop.,He knew how the Sim would change.,fiction,entailment,entailment,entailment,115.0,4.0,119.0,0.0
253,P2_zero_shot_def,llama_3.3_70b,matched,"Other advantages the Postal Service could retain relate to such things as the payment of taxes, the need for a return on investment, the right of eminent domain, and immunity from parking tickets.",The right of eminent domain is an advantage of the Postal Service.,government,entailment,entailment,entailment,144.0,4.0,148.0,0.0
254,P2_zero_shot_def,llama_3.3_70b,matched,With dark eyes and eyelashes she would have been a beauty. ,"There was nothing that could be done to make her beautiful, not even darker eyes.",fiction,contradiction,contradiction,contradiction,125.0,4.0,129.0,0.0
255,P2_zero_shot_def,llama_3.3_70b,matched,That seems to make up for how he feels about what you did to the Voth.,He held his feelings about what happened to the Voth mostly inside. ,fiction,neutral,entailment,entailment,127.0,4.0,131.0,0.0
256,P2_zero_shot_def,llama_3.3_70b,matched,The younger girl ran screaming to her.,The young girl was scared. ,fiction,neutral,entailment,entailment,109.0,4.0,113.0,0.0
257,P2_zero_shot_def,llama_3.3_70b,matched,uh-huh oh yeah i hadn't heard that one let's see i can't oh gosh that that probably wipes out my whole inventory of TV shows other than um PBS i,The only TV shows remaining will be on PBS,telephone,entailment,entailment,entailment,141.0,4.0,145.0,0.0
258,P2_zero_shot_def,llama_3.3_70b,matched,"A detailed English explanation of the plot is always provided, and wireless recorded commentary units are sometimes available.","A detailed plot, written in English, is always available and an audio commentary is sometimes available that's voiced by Morgan Freeman.",travel,neutral,neutral,neutral,139.0,2.0,141.0,0.0
259,P2_zero_shot_def,llama_3.3_70b,matched,"Sculpture and stone carving are perfectly modified to the harmonies of the design; the four columns at the corners are hollow to carry water off the roof, and the urns on roof are disguised chimneys.",The chimneys on the roof and entirely perceivable and not at all disguised. ,travel,contradiction,contradiction,contradiction,153.0,4.0,157.0,0.0
260,P2_zero_shot_def,llama_3.3_70b,matched,Are you sure?,Have you thought it through?,fiction,entailment,neutral,Neutral.,104.0,3.0,107.0,0.0
261,P2_zero_shot_def,llama_3.3_70b,matched,Trying Your Luck,Think carefully and calculate your way to a certain victory.,travel,neutral,neutral,neutral,109.0,2.0,111.0,0.0
262,P2_zero_shot_def,llama_3.3_70b,matched,"Yes, Elizabeth Taylor, Norman Mailer, Warren Beatty, David Rockefeller, and Mick Jagger will go to a nightclub, but only if they are reasonably certain that Diana Ross, William F. Buckley Jr., Salvador Dali, Betty Ford, Frank Sinatra, Mikhail Baryshnikov, and the king of Cyprus will show up too--and vice versa.",Nobody is going to be to any nightclub ever. ,slate,contradiction,contradiction,contradiction,179.0,4.0,183.0,0.0
263,P2_zero_shot_def,llama_3.3_70b,matched,"In the Blue Mountain National Park and the John Crow National Park, which together cover 78,200 hectares (193, 200 acres), conservationists are attempting to halt the encroachment of local farmers and loggers.",Blue mountain National Park is preventing farmers from working there because the park already has farmers.,travel,neutral,contradiction,contradiction,156.0,4.0,160.0,0.0
264,P2_zero_shot_def,llama_3.3_70b,matched,Information  Computer Attacks at Department of Defense Pose Increasing Risks,The computer attacks on the Department of Defense are easily mitigated.,government,neutral,contradiction,contradiction,120.0,4.0,124.0,0.0
265,P2_zero_shot_def,llama_3.3_70b,matched,36 AC usage nationally for mercury control from power plants should be roughly proportional to the total MWe of coal-fired facilities that are equipped with the technology (this assumes an average capacity factor of 85 percent and other assumptions of Tables 4-4 and 4-5).,Mercury control from power plants does not required AC.,government,contradiction,contradiction,contradiction,160.0,4.0,164.0,0.0
266,P2_zero_shot_def,llama_3.3_70b,matched,I am a lacto-vegetarian.,"I can consume lactose, but not meat.",slate,entailment,entailment,entailment,113.0,4.0,117.0,0.0
267,P2_zero_shot_def,llama_3.3_70b,matched,yeah well i'm a hot weather person i'm i can take the heat but i don't like the cold,"The cold weather makes me sick, thus I am not fond of it.  ",telephone,neutral,neutral,Neutral.,133.0,3.0,136.0,0.0
268,P2_zero_shot_def,llama_3.3_70b,matched,"Today the strait is busy with commercial shipping, ferries, and fishing boats, and its wooded shores are lined with pretty fishing villages, old Ottoman mansions, and the villas of Istanbul's wealthier citizens.",Istanbul is still considered a third world country.,travel,neutral,contradiction,contradiction,147.0,4.0,151.0,0.0
269,P2_zero_shot_def,llama_3.3_70b,matched,"Now then, Miss Tuppence, said Sir James, ""you know this place better than I do.",Sir James expected Miss Tuppence to give him directions.,fiction,neutral,entailment,entailment,128.0,4.0,132.0,0.0
270,P2_zero_shot_def,llama_3.3_70b,matched,Critics complain that John Frankenheimer's miniseries about the Alabama governor and presidential candidate plays fast and loose with history.,Critics feel Frankenheimer could have included a lot more information about the Alabama governor in the miniseries. ,slate,neutral,neutral,Neutral.,140.0,3.0,143.0,0.0
271,P2_zero_shot_def,llama_3.3_70b,matched,well that's uh i agree with you there i mean he didn't have the surrounding cast that Montana had there's no doubt about that,I don't agree when you say that he didn't have as much support as Montana.,telephone,contradiction,contradiction,contradiction,140.0,4.0,144.0,0.0
272,P2_zero_shot_def,llama_3.3_70b,matched,She was alone at last with the president!,"At last, she has been alone with the president!",slate,entailment,entailment,entailment,114.0,4.0,118.0,0.0
273,P2_zero_shot_def,llama_3.3_70b,matched,"For ideological free-marketeers (like myself), theories like Smith and Wright's can be intellectually jarring.",Our ideas work really well together and do not clash.,slate,contradiction,contradiction,contradiction,127.0,4.0,131.0,0.0
274,P2_zero_shot_def,llama_3.3_70b,matched,Randy's Anecdotal Wrap-Up,Randy's Conclusions,slate,entailment,neutral,Neutral.,107.0,3.0,110.0,0.0
275,P2_zero_shot_def,llama_3.3_70b,matched,so that's that's one of your priorities there's got to be air has to be an automatic,Do not get a car if it has a broken air-conditioning system.,telephone,neutral,entailment,entailment,130.0,4.0,134.0,0.0
276,P2_zero_shot_def,llama_3.3_70b,matched,"There is very little to see here, or at the ruined Essene monastery of Qumran itself.","Most visitors skip this city, or only stay here a night while passing through.",travel,neutral,entailment,entailment,131.0,4.0,135.0,0.0
277,P2_zero_shot_def,llama_3.3_70b,matched,to see this kind of thing and you know if you can do any any little bit it helps so,"To see this kind of thing is bad, don't contribute to it at all if you can.",telephone,contradiction,contradiction,contradiction,135.0,4.0,139.0,0.0
278,P2_zero_shot_def,llama_3.3_70b,matched,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter and performed rituals during Roman times",travel,contradiction,contradiction,contradiction,141.0,4.0,145.0,0.0
279,P2_zero_shot_def,llama_3.3_70b,matched,"As the budgets, functions, and points of service of many government programs devolve to state and local government, private entities and nonprofit organizations, and other third parties, it may become harder for GAO to obtain the records it needs to complete audits and evaluations.",Audits and evaluations are harder because it is more difficult for GAO to get the records.,government,entailment,entailment,entailment,165.0,4.0,169.0,0.0
280,P2_zero_shot_def,llama_3.3_70b,matched,"As the double-decker boats get ready to leave the pier, bells ring, the gangplank is raised, deckhands in blue sailor suits man the hawsers, and a couple of hundred commuters begin a seven-minute sightseeing tour.","The double decker boats are all out of service, so they never leave the pier.",travel,contradiction,contradiction,contradiction,161.0,4.0,165.0,0.0
281,P2_zero_shot_def,llama_3.3_70b,matched,"But you have to have money to save it, and not many couples with young children have the luxury of tucking away $2,000 apiece annually for their Golden Years.",Couples always put their retirement ahead of their kids.,slate,contradiction,contradiction,contradiction,140.0,4.0,144.0,0.0
282,P2_zero_shot_def,llama_3.3_70b,matched,are uh very few and then the other people just plan it you know it's like it's like have you have have you ever seen the commercial like for Federal Express where the with uh the think tank,I have never seen a Federal Express commercial.,telephone,contradiction,contradiction,contradiction,144.0,4.0,148.0,0.0
283,P2_zero_shot_def,llama_3.3_70b,matched,"You will learn later that the person who usually poured out Mrs. Inglethorp's medicine was always extremely careful not to shake the bottle, but to leave the sediment at the bottom of it undisturbed. ",The person was after Mrs. Inglethorp's vast fortune. ,fiction,neutral,neutral,Neutral.,153.0,3.0,156.0,0.0
284,P2_zero_shot_def,llama_3.3_70b,matched,"It started with The Wild Bunch : We sexualized violence, we made it beautiful.",The outlook on violence was not affected by The Wild Bunch.,slate,contradiction,contradiction,contradiction,125.0,4.0,129.0,0.0
285,P2_zero_shot_def,llama_3.3_70b,matched," Most menu prices include taxes and a service charge, but it's customary to leave a tip if you were served satisfactorily.",Most customers will tip in addition to the tax on the menus.,travel,entailment,entailment,entailment,134.0,4.0,138.0,0.0
286,P2_zero_shot_def,llama_3.3_70b,matched,Friendly staff.,The staff is friendly only when you give them tips.,travel,neutral,neutral,Neutral.,108.0,3.0,111.0,0.0
287,P2_zero_shot_def,llama_3.3_70b,matched,"For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building), a fine example of colonial architecture.",Leal Senado is a perfect example of colonial building design.,travel,entailment,entailment,entailment,142.0,4.0,146.0,0.0
288,P2_zero_shot_def,llama_3.3_70b,matched,"As for the divisive issue of whether the Mass is a sacrifice for the remission of sins, the statement affirms that Christ's death upon the cross ...",The matter of whether or not the Mass is a sacrifice for the remission of sins is controversial.,slate,entailment,entailment,entailment,145.0,4.0,149.0,0.0
289,P2_zero_shot_def,llama_3.3_70b,matched,The H-2A worker must depart the country and is subject to deportation for failing to do so.,The H-2A worker committed a crime.,government,neutral,neutral,Neutral.,125.0,3.0,128.0,0.0
290,P2_zero_shot_def,llama_3.3_70b,matched,"Nearby is the Monastery of Nea Moni, founded in 1049, and one of the most beautiful Byzantine religious sites in the Aegean.",One of the most beautiful Byzantine sites is the Monastery of Nea Moni.,travel,entailment,entailment,entailment,145.0,4.0,149.0,0.0
291,P2_zero_shot_def,llama_3.3_70b,matched,The cover story details the disturbing behavior of the Littleton killers before last week's massacre.,The story has details about the killers' actions.,slate,entailment,entailment,entailment,122.0,4.0,126.0,0.0
292,P2_zero_shot_def,llama_3.3_70b,matched, He found himself thinking in circles of worry and pulled himself back to his problem.,"He got lost in circles of worry, and could not face his problem anymore.",fiction,contradiction,contradiction,contradiction,127.0,4.0,131.0,0.0
293,P2_zero_shot_def,llama_3.3_70b,matched,"In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.",This model is useful for seeing how certain budget policies affect national saving.,government,entailment,entailment,entailment,134.0,4.0,138.0,0.0
294,P2_zero_shot_def,llama_3.3_70b,matched,"If you are keen to learn Israeli folk dancing, the Bicurei Ha'etim Cellar in Heftman Street will teach you.",The Bicurei Ha'etim Cellar exclusively teaches traditional Russian dancing.,travel,contradiction,contradiction,contradiction,139.0,4.0,143.0,0.0
295,P2_zero_shot_def,llama_3.3_70b,matched,yeah although i do worry that how easy this one was might be a bad lesson uh to the to the younger people um you know than there is the other generation,I do think it will be a good lesson.,telephone,contradiction,contradiction,contradiction,137.0,4.0,141.0,0.0
296,P2_zero_shot_def,llama_3.3_70b,matched,Standard screens may not perform as well in these patient subgroups that may represent a considerable part of the ED population.,Standard screens will be better than average in these subgroups of patients.,government,contradiction,contradiction,contradiction,131.0,4.0,135.0,0.0
297,P2_zero_shot_def,llama_3.3_70b,matched,"Even if the entire unified surplus were saved, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.","The entire unified surplus being saved assumed, GDP would fall short of the U.S historical average.",government,entailment,entailment,Entailment,143.0,4.0,147.0,0.0
298,P2_zero_shot_def,llama_3.3_70b,matched,eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.,The rules are followed to the letter.,government,neutral,neutral,neutral,120.0,2.0,122.0,0.0
299,P2_zero_shot_def,llama_3.3_70b,matched,Albino Alligator (Miramax).,Albino alligators are very rare in wild.,slate,neutral,neutral,Neutral.,112.0,3.0,115.0,0.0
300,P2_zero_shot_def,llama_3.3_70b,matched,ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.,Economic models are not related to data,government,contradiction,contradiction,contradiction,127.0,4.0,131.0,0.0
301,P2_zero_shot_def,llama_3.3_70b,matched,Many users commented on the effectiveness of the new technology in promoting closer relationships among providers.,They were trying to upgrade their systems.,government,neutral,neutral,Neutral.,119.0,3.0,122.0,0.0
302,P2_zero_shot_def,llama_3.3_70b,matched,Where lies the real Japan?,The real Japan can be found.,travel,neutral,neutral,Neutral.,107.0,3.0,110.0,0.0
303,P2_zero_shot_def,llama_3.3_70b,matched,"On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.",There aren't any areas of historic interest on Menorca.,travel,contradiction,contradiction,contradiction,131.0,4.0,135.0,0.0
304,P2_zero_shot_def,llama_3.3_70b,matched,uh-huh well maybe well i've enjoyed talking to you okay bye-bye,I liked talking to you.,telephone,entailment,entailment,entailment,117.0,4.0,121.0,0.0
305,P2_zero_shot_def,llama_3.3_70b,matched,"He sat a short distance from them, his eyes on Jon.",He was far away looking at Jon.,fiction,contradiction,contradiction,contradiction,115.0,4.0,119.0,0.0
306,P2_zero_shot_def,llama_3.3_70b,matched,"As he stepped across the threshold, Tommy brought the picture down with terrific force on his head.",Tommy stepped across a threshold and put a picture down on his head.,fiction,entailment,contradiction,contradiction,127.0,4.0,131.0,0.0
307,P2_zero_shot_def,llama_3.3_70b,matched,Voluntariness of risks is evaluated.,Risks and their voluntary nature will be evaluated using strict guidelines.,government,neutral,entailment,entailment,116.0,4.0,120.0,0.0
308,P2_zero_shot_def,llama_3.3_70b,matched,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter during Roman times.",travel,entailment,contradiction,contradiction,138.0,4.0,142.0,0.0
309,P2_zero_shot_def,llama_3.3_70b,matched,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",Dunnes Stores is a popular place for tourists to shop.,travel,neutral,neutral,Neutral.,134.0,3.0,137.0,0.0
310,P2_zero_shot_def,llama_3.3_70b,matched,The family. ,The couple.,fiction,neutral,neutral,Neutral.,101.0,3.0,104.0,0.0
311,P2_zero_shot_def,llama_3.3_70b,matched,yeah well the uh NC double A tournament's going on right now and uh i haven't watched it this year because Louisville's out of it this year,I haven't watched the NCAA tournament this year.,telephone,entailment,entailment,entailment,135.0,4.0,139.0,0.0
312,P2_zero_shot_def,llama_3.3_70b,matched,"If there was a bit of Fuller in Leonardo, there was also a bit of Liberace in this theatrical, high-living dandy who favored brocade doublets and bad boys with pretty faces.",Leonardo's character was based on the lifestyle of Liberace.,slate,neutral,neutral,Neutral.,146.0,3.0,149.0,0.0
313,P2_zero_shot_def,llama_3.3_70b,matched,He caught his breath.,His breath would not come.,fiction,contradiction,contradiction,contradiction,105.0,4.0,109.0,0.0
314,P2_zero_shot_def,llama_3.3_70b,matched,She buried his remains to spare her mother the gruesome sight.,The gruesome sight that her mother would have encountered was spared when she buried his remains.,slate,entailment,entailment,entailment,123.0,4.0,127.0,0.0
315,P2_zero_shot_def,llama_3.3_70b,matched,that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while,"No, that's not interesting at all; I don't like basketball.",telephone,contradiction,contradiction,contradiction,132.0,4.0,136.0,0.0
316,P2_zero_shot_def,llama_3.3_70b,matched,"They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.",They said that the current system reflects that diversity,government,entailment,entailment,entailment,133.0,4.0,137.0,0.0
317,P2_zero_shot_def,llama_3.3_70b,matched,Companies that were foreign had to accept Indian financial participation and management.,Foreign companies had to take Indian money in order to operate their businesses.,travel,neutral,entailment,Entailment,121.0,4.0,125.0,0.0
318,P2_zero_shot_def,llama_3.3_70b,matched," ""The summons was only for Dave Hanson,"" Ser Perth said sternly as the three drew up to him.",The only one that had been invited was Dave Hanson.,fiction,entailment,entailment,entailment,128.0,4.0,132.0,0.0
319,P2_zero_shot_def,llama_3.3_70b,matched,"When a GAGAS attestation engagement is the basis for an auditor's subsequent report under the AICPA standards, it would be advantageous to users of the subsequent report for the auditor's report to include the information on compliance with laws and regulations and internal control that is required by GAGAS but not required by AICPA standards.",The report is required by GAGAS but not AICPA.,government,entailment,entailment,entailment,176.0,4.0,180.0,0.0
320,P2_zero_shot_def,llama_3.3_70b,matched,'You've double-crossed me about four times in one afternoon.,I'm glad you aren't double crossing me anymore. ,fiction,contradiction,neutral,Neutral.,120.0,3.0,123.0,0.0
321,P2_zero_shot_def,llama_3.3_70b,matched,"An organization's activities, core processes, and resources must be aligned to support its mission and help it achieve its goals.","An organization is successful if its activities, resources, and goals align.",government,entailment,entailment,entailment,132.0,4.0,136.0,0.0
322,P2_zero_shot_def,llama_3.3_70b,matched,' She gets a little obsessive about her sauce.,She is very lazy with her sauce and couldn't care less what goes into it.,slate,contradiction,contradiction,contradiction,121.0,4.0,125.0,0.0
323,P2_zero_shot_def,llama_3.3_70b,matched,This points to a final press-friendly quality of McCain' brilliant flattery.,This leads to a final press-friendly quality of McCain' brilliant flattery.,slate,entailment,entailment,entailment,124.0,4.0,128.0,0.0
324,P2_zero_shot_def,llama_3.3_70b,matched,"Blessed with preternatural gregariousness, good humor, and a love of attention, he's been tireless about pursuing both celebrity and the cause of popular history ever since.",He worked very hard to be the top-grossing star in the box office.,slate,neutral,neutral,Neutral.,148.0,3.0,151.0,0.0
325,P2_zero_shot_def,llama_3.3_70b,matched,"But if banks, airlines, and communications companies accept key recovery, the terrorists will risk potential exposure every time they do business with those institutions.","By accepting key recovery, companies will increase the risks that terrorists will have to deal with.",slate,entailment,entailment,entailment,140.0,4.0,144.0,0.0
326,P2_zero_shot_def,llama_3.3_70b,matched,"No, don't answer.",Please respond.,fiction,contradiction,contradiction,contradiction,103.0,4.0,107.0,0.0
327,P2_zero_shot_def,llama_3.3_70b,matched,Over their backs fell the cutting lashes of a whip.,They received many lashes with a whip.,fiction,entailment,entailment,entailment,113.0,4.0,117.0,0.0
328,P2_zero_shot_def,llama_3.3_70b,matched,"Deborah Pryce said Ohio Legal Services in Columbus will receive a $200,000 federal grant toward an online legal self-help center.","A $200,000 federal grant will be received by Ohio Legal Services, said Deborah Pryce, who could finally say it to the public.",government,neutral,entailment,entailment,149.0,4.0,153.0,0.0
329,P2_zero_shot_def,llama_3.3_70b,matched,'You've double-crossed me about four times in one afternoon.,I have to fire you because you won't stop crossing me. ,fiction,neutral,neutral,Neutral.,122.0,3.0,125.0,0.0
330,P2_zero_shot_def,llama_3.3_70b,matched,uh the one we thought would be the most timid uh turned out to be the one that stuck with it and was the first to learn,The one we thought would be timid was the first one to learn how to climb without a harness. ,telephone,neutral,entailment,entailment,143.0,4.0,147.0,0.0
331,P2_zero_shot_def,llama_3.3_70b,matched,that they don't show local,The presumed channel shows local and abroad. ,telephone,contradiction,contradiction,contradiction,110.0,4.0,114.0,0.0
332,P2_zero_shot_def,llama_3.3_70b,matched,John Kasich dropped his presidential bid.,John Kasich dropped out of the presidential race.,slate,entailment,entailment,entailment,110.0,4.0,114.0,0.0
333,P2_zero_shot_def,llama_3.3_70b,matched,"It doesn't seem expensive--they use it in Bangladesh, after all.",It's probably pretty cheap considering they have it in Bangladesh.,slate,entailment,entailment,entailment,121.0,4.0,125.0,0.0
334,P2_zero_shot_def,llama_3.3_70b,matched,"Do you know what this is?"" With a dramatic gesture she flung back the left side of her coat and exposed a small enamelled badge.",The coat that she wore was long enough to cover her knees.,fiction,neutral,neutral,Neutral.,136.0,3.0,139.0,0.0
335,P2_zero_shot_def,llama_3.3_70b,matched,pretty good newspaper uh-huh,I think this is a decent newspaper.,telephone,entailment,neutral,Neutral.,109.0,3.0,112.0,0.0
336,P2_zero_shot_def,llama_3.3_70b,matched,"San'doro didn't make it sound hypothetical, thought Jon.","San'doro's words were hollow, and Jon knew the truth of that immediately.",fiction,neutral,entailment,entailment,124.0,4.0,128.0,0.0
337,P2_zero_shot_def,llama_3.3_70b,matched,"Together they had a force of 130 attorneys and the responsibility to serve the civil legal needs of about 550,000 poor and vulnerable people throughout the state.","Altogether there were 130 lawyers striving to serve 550,000 vulnerable and less fortunate individuals in the state.",government,entailment,entailment,entailment,149.0,4.0,153.0,0.0
338,P2_zero_shot_def,llama_3.3_70b,matched,Where would he be today without American commercial know-how?,American know-how is the reason he got to where he is.,slate,entailment,entailment,entailment,118.0,4.0,122.0,0.0
339,P2_zero_shot_def,llama_3.3_70b,matched,One opportunist who stayed was Octavius Decatur Gass.,Octavius Decatur Gass refers to four people. ,travel,contradiction,contradiction,contradiction,121.0,4.0,125.0,0.0
340,P2_zero_shot_def,llama_3.3_70b,matched,Eve's Apple turns out to be a sturdier book than it seems.,Eve's Apple is an overrated book.,slate,contradiction,neutral,Neutral.,119.0,3.0,122.0,0.0
